fraud_bool,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,payment_type,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,source,session_length_in_minutes,device_os,keep_alive_session,device_distinct_emails_8w,month
0,0.7000000000000001,0.3287598455647124,-1,90,50,0.0254519600139905,-0.8673782042667939,AB,3683,3533.474613681166,5124.426975168499,6355.589148435962,627,5,CA,202,0,BA,1,0,28,0,1500.0,0,INTERNET,2.549144818248492,other,1,1,0
0,0.4,0.4882082428660399,45,34,40,0.0245229278786849,50.842834634872176,AA,1196,1407.9145714325086,5574.512519906374,6350.523396732415,1,11,CA,210,1,BC,1,1,2,1,1500.0,0,INTERNET,52.81677627172001,other,0,1,0
0,0.4,0.5433655279691865,-1,17,30,0.0103697605798935,-1.389754861766232,AC,2905,9064.654499983231,6718.157249247363,5459.6573770120585,0,20,CB,244,0,BC,0,1,-1,0,1500.0,0,INTERNET,8.16004403467026,windows,1,1,0
0,0.4,0.4775450947778635,26,28,20,0.0025843938487379,-0.8901321410871519,AC,701,12485.685963213406,6333.090427767393,6374.718063841362,0,8,CA,113,0,BC,1,1,-1,1,200.0,0,INTERNET,4.284196863136452,linux,1,1,0
0,0.2,0.8921107437689093,-1,192,50,0.0179040294398365,-1.2057864666257676,AB,1301,7495.881351612968,3728.140708377744,6714.742998438632,1813,2,CC,56,1,BB,1,1,1,0,200.0,0,INTERNET,3.840374816461393,other,1,1,0
0,0.9,0.5072192184038864,-1,58,40,0.0047375992553758,98.43577140863636,AC,1839,8511.695749829027,4216.418677883316,6352.323722945167,1,19,CA,230,0,BC,1,0,-1,1,1500.0,0,INTERNET,46.88764297901954,windows,1,1,0
0,0.4,0.6757863734598196,-1,27,40,0.0147896986012214,-1.5960002918288994,AD,1830,6603.976817772596,7009.228830368812,6349.871250002773,31,19,CA,55,0,BE,0,1,30,0,200.0,0,INTERNET,2.766731711675229,windows,1,1,0
0,0.4,0.2966529667992617,-1,123,60,0.0039497465774636,28.40910696311139,AA,1004,10474.96657893712,5932.969950817268,6066.2527222718845,8,2,CC,212,1,BA,1,1,30,0,1000.0,0,INTERNET,14.118612930507936,other,0,1,0
0,0.7000000000000001,0.3892585972994954,-1,19,30,0.022228662049412,-0.9773053314764856,AD,1705,6539.912425004775,3685.665054945451,5972.072116084964,14,13,CB,60,0,BC,1,1,26,0,200.0,0,INTERNET,2.102354776311815,linux,1,1,0
0,0.8,0.013652220193933,24,4,40,0.0180042934879777,-1.5637499032226625,AC,4116,9175.18014517504,6230.3529909117005,6395.960587322774,24,12,CB,174,0,BC,0,1,-1,0,500.0,0,INTERNET,0.7525286527909175,linux,1,1,0
0,0.5,0.213755624143211,86,1,20,0.0146903286273948,-0.6728258636777267,AD,1232,7666.696106523337,6668.670682097233,6383.9997705903625,3,12,CA,165,1,BC,0,1,28,0,1500.0,0,INTERNET,9.230238758821647,linux,1,1,0
0,0.7000000000000001,0.6310977262050758,-1,118,20,10.836150692540969,41.56982111065975,AA,1498,7763.220183907426,8627.01894421091,5654.225873708228,22,14,CB,160,1,BE,0,1,6,1,500.0,1,INTERNET,16.59218434273923,windows,0,1,0
0,0.3,0.4994282260279319,-1,43,40,0.0015817357950774,-0.3071498329131549,AD,830,5476.161637738413,5510.020221422971,5977.233967730816,9,15,CB,87,1,BB,1,1,10,0,200.0,0,INTERNET,12.818369297937044,linux,1,1,0
0,0.6000000000000001,0.2620931725226938,-1,45,20,0.0226703143389738,-0.8198266574544131,AC,2957,9103.658818983153,4959.774396598516,6347.636564785556,0,15,CF,27,0,BD,1,1,-1,1,200.0,0,INTERNET,21.89865260428528,other,0,1,0
0,0.6000000000000001,0.209338113766114,-1,40,20,0.0187352711864972,-1.2655062342316223,AD,927,8393.901496979002,7211.154891622478,6345.657428157417,2,14,CB,87,1,BE,1,1,1,0,200.0,0,INTERNET,2.7204357541666018,other,1,1,0
0,0.9,0.9235588947001264,-1,67,30,0.022709184149099,-0.6299885375697156,AB,801,4797.645419573279,5889.002072917059,6891.488772571287,33,16,CB,186,1,BA,0,1,20,1,1500.0,0,INTERNET,0.8673073745521359,macintosh,1,1,0
0,0.2,0.6345716378527373,-1,29,30,0.0002182800943972,-1.0205407351305682,AB,2593,8016.779540830929,5667.767410860961,6274.726299329173,255,16,CA,196,0,BB,0,1,5,0,200.0,0,INTERNET,1.3125396316671156,windows,1,1,0
0,0.3,0.1715543790052059,-1,23,10,7.238421161062769,30.10013014435164,AA,1876,10020.582918366908,7180.270453236262,5370.722541520258,3,9,CB,95,0,BC,1,1,1,0,200.0,0,INTERNET,14.393685971660142,x11,0,1,0
0,0.8,0.148979060858921,-1,99,30,0.0133254958926139,-0.7425076891264295,AD,723,6399.038540302801,4082.716912906565,6417.583162030101,216,23,CB,103,0,BA,1,1,25,0,200.0,0,INTERNET,3.3963533681900464,windows,0,1,0
0,0.5,0.5261823380143579,-1,222,20,0.0183977670249626,-1.0654266133059351,AB,5743,8109.479266496918,5364.368204300686,6753.175417406795,5,10,CA,100,1,BE,1,1,30,0,200.0,0,INTERNET,4.768414186872946,other,0,1,0
0,0.9,0.7290508856517065,-1,50,30,0.0007129055393748,5.115329438910706,AA,1382,5804.980479014263,5972.394080232056,6296.726817440584,13,12,CA,100,1,BC,0,1,30,0,200.0,0,INTERNET,1.1369417769214625,other,1,1,0
0,0.3,0.7969269426931186,13,192,20,0.000978619211598,51.361563154574,AA,1392,667.9642981165656,4211.680562592881,5978.100619462995,2,18,CA,220,1,BA,0,1,20,0,1500.0,0,INTERNET,3.5830355704510604,linux,0,1,0
0,0.7000000000000001,0.991533313364834,-1,30,20,0.0263033321752833,-0.7315565952207159,AD,3045,11527.556796686946,7393.850238276789,6348.5875249152905,37,15,CC,159,1,BC,1,1,15,0,200.0,0,INTERNET,0.6893777254157095,linux,1,1,0
0,0.3,0.535370428433791,-1,99,60,0.0021980866589579,-1.1165631721115346,AA,1099,10893.873448595115,7555.795214953338,6457.725939887887,1748,1,CC,112,0,BC,1,1,5,1,200.0,0,INTERNET,4.69705171905133,linux,1,1,0
0,0.7000000000000001,0.248315102852331,-1,45,40,0.0133556114844018,-1.4378426472615675,AB,1252,14590.413276208252,7020.342692264791,6406.11083985068,739,6,CA,114,1,BB,1,1,6,0,200.0,0,INTERNET,1.2744331171241543,other,1,1,0
0,0.2,0.5102578631551549,-1,51,30,0.0472914162913184,-1.082779742868662,AB,1442,6230.151398570614,3807.175734316469,4828.4579214794485,900,18,CA,89,0,BB,0,1,2,0,200.0,0,INTERNET,18.659766066507284,other,1,1,0
0,0.1,0.6960792680767324,21,7,20,0.0074323465151539,49.1530753883312,AA,1771,7057.006235949988,5368.424567276756,4678.158291936108,21,14,CA,212,1,BC,1,1,30,1,1500.0,0,INTERNET,5.164790541795795,other,1,1,0
0,0.8,0.2452106592157988,-1,55,30,0.0180811580107017,-0.4185503600067337,AD,3552,3657.3386359269057,3704.744782964529,5888.2805715801205,97,14,CA,117,1,BB,1,1,30,0,200.0,0,INTERNET,2.4568574188954813,linux,1,1,0
0,0.7000000000000001,0.357564702693837,25,17,40,20.88567031276537,14.738298914195411,AA,1660,9071.218128919216,5829.3407914302525,5969.734943160191,50,8,CA,69,0,BD,0,1,28,0,200.0,0,INTERNET,8.023925822079628,linux,0,1,0
0,0.3,0.4649274547914878,-1,99,50,0.0136719618153167,104.34084922953396,AA,519,5673.652641130782,5918.525828483308,6648.914336969029,9,7,CA,279,1,BC,1,1,1,1,1500.0,0,INTERNET,9.15796591124506,linux,0,1,0
0,0.7000000000000001,0.1277561606533803,-1,366,50,0.0010176673514945,-1.529428655223812,AB,1496,8630.009882619162,5606.861907821857,4848.213382558859,1888,5,CA,152,0,BA,0,1,21,1,500.0,0,INTERNET,5.151257965125477,windows,0,1,0
0,0.1,0.8040419819235718,-1,291,20,0.0155312807001562,-1.174190149807712,AB,1695,6962.743430489753,5173.168363973026,5904.953378147298,6,13,CA,207,1,BE,0,1,27,0,1500.0,0,INTERNET,4.883935661788879,linux,1,1,0
0,0.4,0.5682340235357127,47,5,40,0.0004500786116158,-1.2675989456979586,AB,3538,4968.168391474825,6263.440943392729,6042.522760287968,1,3,CA,87,0,BC,0,1,1,0,200.0,0,INTERNET,2.85628353456819,linux,1,1,0
0,0.8,0.5958212096641816,120,16,40,0.0027385088982413,-1.1242722251226491,AB,2169,5938.531852747583,5504.411326016159,5920.858806794598,13,18,CA,171,0,BC,1,1,21,1,1500.0,0,INTERNET,8.06938656623417,windows,1,1,0
0,0.1,0.5839373915227559,33,1,20,0.0023118335660278,-0.7748778270966648,AB,1039,9003.686671516814,6759.3995840012085,6673.155371814955,24,10,CA,104,0,BD,0,1,1,0,200.0,0,INTERNET,22.147600650902547,windows,0,1,0
0,0.1,0.7673688077990783,24,99,30,10.04391825610248,-1.168613410944233,AC,2635,1133.5627679860072,6014.98253477758,5906.915427241389,1907,19,CA,60,0,BD,1,1,-1,0,1500.0,0,INTERNET,20.54329940049044,linux,0,1,0
0,0.9,0.1386574109560367,-1,181,50,0.0398015471941755,-1.1816441386906242,AD,2033,7265.344872553496,6003.646722119463,5960.392597497829,33,6,CA,127,1,BC,0,1,4,0,200.0,0,INTERNET,7.081887425667973,macintosh,1,1,0
0,0.4,0.9990749681311816,84,5,50,9.365651535480133,-0.9586646174967568,AC,369,1656.4358159828848,5621.6484878340525,5817.308886200323,0,2,CA,130,0,BC,1,1,-1,0,200.0,0,INTERNET,6.664747686235605,linux,1,1,0
0,0.9,0.0060717339657549,-1,36,50,0.0256840814306748,-1.5093203097473489,AD,1044,9192.45118761042,7376.393306947444,6661.361551658089,5,5,CB,83,1,BB,0,1,1,0,1500.0,0,INTERNET,2.7276212004405704,linux,1,1,0
0,0.3,0.5304450849552472,-1,366,50,0.0315701687527889,-1.2369524993029428,AD,4510,9946.738060221793,7145.105024892912,6630.330891870709,8,6,CA,269,0,BB,0,1,1,0,1500.0,0,INTERNET,21.189515407330507,linux,1,1,0
0,0.8,0.7914762786368189,-1,177,20,0.0031769399941262,-0.6706894928887125,AB,4206,8055.959366966912,5835.331678524925,6341.785983822747,9,18,CA,254,0,BE,1,0,30,0,1500.0,0,INTERNET,3.975650150923016,other,1,1,0
0,0.7000000000000001,0.2888383396037492,24,-1,30,0.0171969950979149,-1.163246642493747,AC,1742,1525.1781156795907,6390.199441900442,5936.787018270731,0,7,CA,136,1,BC,0,1,-1,0,200.0,0,INTERNET,2.9004535915202947,linux,1,1,0
0,0.9,0.0796726304060387,-1,164,30,0.001644670209484,-1.184045423850303,AB,5720,8762.835201163185,5912.807826705623,5984.846306897477,795,13,CA,105,0,BB,1,1,5,0,200.0,0,INTERNET,6.448274969440607,linux,1,1,0
0,0.6000000000000001,0.7412251910028314,11,9,40,0.0168347214098461,-0.7986679668405537,AB,3651,3788.684558624944,8092.652454893549,5926.679672131611,10,6,CA,58,0,BC,0,1,1,0,200.0,0,INTERNET,7.903894338163153,linux,1,1,0
0,0.7000000000000001,0.5320677733281663,101,52,30,0.0080090495080425,-1.070670864463084,AD,690,12365.11423738723,7293.230489275606,6440.239787591558,10,5,CA,198,0,BC,1,1,1,0,200.0,0,INTERNET,7.8756110725557456,linux,1,1,0
0,0.1,0.5051009407637663,-1,295,40,3.1140209267873566,-1.2365443922153423,AC,1178,6945.457548689239,6121.68428089831,5860.6240520594165,1,14,CD,39,0,BB,0,1,-1,0,200.0,0,TELEAPP,5.679788225073081,other,0,1,0
0,0.8,0.4920742286690473,162,3,20,0.0352636107645668,-0.8655126759238289,AD,1202,8022.726245185426,6994.662663457263,6724.386610926346,447,15,CB,195,0,BE,1,1,28,1,200.0,0,INTERNET,4.487433108281862,other,1,1,0
0,0.9,0.306791018188955,54,26,20,0.0232187935742735,-1.1510864117149209,AB,5732,8229.281570596224,7467.62944780427,6765.068338703743,11,11,CA,61,1,BB,1,1,-1,1,200.0,0,INTERNET,2.016401247525807,linux,1,1,0
0,0.9,0.5643489400213955,-1,61,30,0.0070386458218558,19.161238687996587,AA,4194,7666.259810163538,7104.118114363524,6642.828819492759,41,15,CB,55,1,BA,1,1,10,0,200.0,0,INTERNET,7.141191098700935,other,1,1,0
0,0.1,0.0730058289651266,-1,24,30,1.4404483300936788,-1.1131416752638128,AB,2559,6098.945797544507,4322.966629773366,5521.009289792335,14,10,CA,138,1,BC,0,1,28,0,200.0,0,INTERNET,10.075591544384894,linux,1,1,0
0,0.8,0.1002474409138098,30,15,30,8.882358656148465,31.583404331019807,AA,1584,4477.326424750022,6796.61473862948,6030.213855952638,4,12,CA,100,1,BE,1,1,26,0,200.0,0,INTERNET,1.6863843531461518,linux,1,1,0
0,0.7000000000000001,0.7469610446138631,-1,253,30,0.0325997284698945,-1.0540668071782713,AB,1090,9044.062063289372,5570.985530409491,6294.285179592072,7,9,CA,176,0,BE,0,1,3,0,1500.0,0,INTERNET,5.873720974791604,linux,1,1,0
0,0.1,0.5085993222085191,-1,51,40,0.0284366371428164,-1.5499285002118466,AB,4526,11958.590788356958,7156.715671631476,6238.802938226398,42,5,CA,88,0,BC,0,1,1,0,200.0,1,INTERNET,1.3165464843059285,linux,1,1,0
0,0.7000000000000001,0.2707343633189514,83,6,20,0.0243454678697826,-1.853419513268932,AB,3297,3703.313256544224,5379.141258537519,6774.040068048044,766,18,CA,53,1,BA,0,1,28,0,200.0,0,INTERNET,1.288660256999484,linux,0,1,0
0,0.1,0.9992792250352976,-1,42,40,0.0038906665347775,-1.0456864808747892,AB,5672,10416.4535457311,7424.68472684165,6337.499817772447,9,15,CD,49,1,BB,0,1,15,0,1500.0,1,INTERNET,11.222969512102592,linux,0,1,0
0,0.5,0.5559147159751374,-1,160,40,0.0038466226738095,-1.2617342749461606,AB,3969,12461.138981862592,7410.078372828538,5903.944569076662,21,4,CA,106,1,BA,1,1,31,0,200.0,0,INTERNET,3.784723183200596,linux,0,1,0
0,0.8,0.4877171044151168,54,7,20,0.0166780423536369,-1.0173452783746688,AD,1675,8226.413844259014,7740.575674158439,5977.8177354018335,20,16,CA,42,1,BC,0,1,1,0,200.0,0,INTERNET,5.765586687521446,linux,0,1,0
0,0.3,0.8006811586960696,27,5,20,0.0019795125699424,-0.7619500506329849,AB,1459,9122.26868779248,6355.221106989568,6790.187545226271,500,18,CA,66,1,BC,0,1,25,0,1000.0,0,INTERNET,7.334606381338882,other,1,1,0
0,0.1,0.1692480243041122,-1,47,20,0.0015118074216646,-0.3141060091442886,AD,537,8923.59176878754,5894.999688319404,6324.657382032301,2,19,CA,53,1,BE,1,1,1,0,200.0,0,INTERNET,11.055236825105084,windows,1,1,0
0,0.8,0.4683441676917788,32,35,40,0.0017224047671903,50.50126651266041,AA,1447,10287.969482057748,7307.165727618239,6663.643079041934,76,5,CA,122,0,BC,0,0,30,1,200.0,0,INTERNET,4.701733727960973,linux,1,1,0
0,0.6000000000000001,0.1718846925551651,-1,69,30,0.0174202420590603,34.59943474527122,AA,4660,9907.70387359976,6522.666088903394,4976.885046082544,52,15,CB,76,1,BC,0,1,30,1,200.0,0,INTERNET,3.932554404884212,linux,0,1,0
0,0.8,0.1781030139745533,-1,56,30,0.0046903850986096,-1.5004964647906445,AB,1480,8440.321161902613,4395.318312015208,5953.2360953387815,1441,16,CB,29,1,BC,1,1,1,0,200.0,0,INTERNET,2.9125326514805736,linux,1,1,0
0,0.5,0.7154588070523513,-1,238,40,0.0090659746896138,-1.4238957349042445,AB,2245,9062.15251844332,6363.30307366002,6722.090926852543,12,10,CA,26,0,BB,1,1,15,0,200.0,0,INTERNET,3.7839694764293776,other,1,1,0
0,0.1,0.8001552187455552,-1,97,50,0.0036649348089709,-1.4117332965056626,AB,4600,9924.57003722384,6692.467405437144,6656.841135064681,7,16,CA,204,1,BA,1,1,1,0,1500.0,0,INTERNET,3.5552490685816114,other,0,1,0
0,0.9,0.8881301474689403,-1,201,40,0.0047686873348675,-2.078877510672129,AB,3039,4671.426255045812,6310.987022039071,4853.043323747645,1605,9,CA,141,1,BA,0,1,3,1,500.0,0,INTERNET,1.0356073868137798,windows,0,1,0
0,0.6000000000000001,0.1929931454672464,-1,75,40,0.033604907281639,51.67286413473956,AA,1475,7759.370148672747,7312.058538781624,6829.848248500601,15,5,CA,112,0,BC,1,1,20,0,500.0,0,INTERNET,5.218416422468987,linux,1,1,0
0,0.6000000000000001,0.3234218714852327,-1,53,40,0.0164407618209707,-1.0065369037242933,AD,3514,8154.570313595424,6716.383719218973,6784.715623204562,1,10,CB,112,1,BC,0,1,5,0,200.0,0,INTERNET,10.3922694748659,macintosh,1,1,0
0,0.8,0.5657228916727686,23,9,30,0.0139642529782821,-0.3366729930693082,AD,5061,8686.671364995154,6446.735332153804,6705.053174547736,27,16,CB,86,1,BB,0,1,21,0,200.0,0,INTERNET,24.41784772483819,linux,1,1,0
0,0.9,0.5058978938406209,-1,26,20,0.0074025761039559,-1.30540034375164,AD,1356,13246.93575718842,6928.579149994579,6458.684706828513,7,17,CB,219,1,BE,1,1,2,0,1500.0,0,INTERNET,5.39185735116374,other,1,1,0
0,0.7000000000000001,0.0112563777691726,-1,178,40,0.0224096175170271,-1.240940693262531,AB,1826,7315.637763976018,7797.048483985959,6655.523587318236,14,6,CA,34,1,BA,1,0,2,0,200.0,0,INTERNET,4.006749077870192,other,1,1,0
0,0.6000000000000001,0.4436170061383597,13,18,20,10.831512501027186,27.6016203626684,AA,582,5259.934988091035,3882.910017111223,5209.1251608258335,2,5,CD,43,1,BC,0,1,6,0,200.0,0,INTERNET,23.06945820656172,linux,1,1,0
0,0.7000000000000001,0.4854036230008447,31,12,30,0.0039300340981124,-1.859254980685284,AC,852,8951.520410051235,6373.541407279238,6702.705426891172,1,9,CB,194,0,BC,1,0,-1,0,500.0,0,INTERNET,8.483112597544801,macintosh,1,1,0
0,0.9,0.0684113513697183,342,15,30,0.0092888368592819,-1.2617567545666155,AD,1006,7117.692542613911,5537.970528706263,5472.528553099389,42,14,CA,61,0,BE,1,1,25,1,200.0,0,INTERNET,4.27192602829645,other,1,1,0
0,0.1,0.0425960469469733,-1,36,30,0.037001797939097,-1.412345468343255,AD,5354,10464.988579273388,5732.953644556524,5999.300259014825,596,19,CA,65,1,BC,0,1,15,0,200.0,0,INTERNET,5.0086743755797976,linux,1,1,0
0,0.6000000000000001,0.7346113384377753,10,24,40,0.004170105389605,-1.6114481166713912,AB,860,8222.793724059795,4340.391537045882,5979.322751907164,36,15,CA,135,1,BC,1,1,28,0,200.0,0,INTERNET,10.79428014082802,linux,1,1,0
0,0.6000000000000001,0.4574312250440506,151,1,20,0.0479446693449884,-0.6739274995543164,AB,1543,6002.812522112133,3782.3872277981927,5842.754372698676,1,10,CB,59,0,BE,1,1,31,0,200.0,0,INTERNET,10.139999658035412,windows,0,1,0
0,0.4,0.6917764378155811,-1,373,20,0.0249258579087372,16.56242870121028,AA,4151,13560.107632452786,7939.597910311335,6412.414166977685,2022,9,CE,165,1,BC,0,1,21,0,1500.0,0,INTERNET,5.030553045298708,linux,0,1,0
0,0.3,0.1273691664186201,-1,173,30,0.0404609439773132,-1.4761355488811274,AD,1707,4695.577992146265,3897.1073792384655,5980.536595516569,13,9,CB,89,1,BC,1,1,1,0,200.0,0,INTERNET,3.443553986764102,macintosh,0,1,0
0,0.8,0.4545598535359381,-1,46,30,0.0254362547013461,-0.9034271108327092,AC,1244,6459.102545895216,4791.172813326876,6586.285479673733,0,6,CF,216,0,BC,0,1,-1,0,500.0,0,INTERNET,11.77823614761068,other,0,1,0
0,0.7000000000000001,0.5064340240806129,-1,56,40,0.0003366213086356,-1.2776788254398408,AD,781,10445.329062402196,6997.23705096875,6769.663043077279,580,15,CA,126,1,BB,0,1,30,0,200.0,0,INTERNET,9.285118022324188,other,1,1,0
0,0.2,0.1475778751936306,-1,39,30,0.0184390065967829,-1.2989846421439055,AB,1108,8443.975755088532,6499.871623824704,6552.903427161401,789,13,CB,85,1,BC,0,1,6,0,200.0,0,INTERNET,29.44343245467226,other,1,1,0
0,0.1,0.2529312618921284,29,18,20,0.0171783515163683,-1.072932234716886,AC,4163,12991.460151048692,6517.033584387016,6669.687033062694,30,16,CA,94,1,BB,0,1,-1,0,200.0,0,INTERNET,10.527310525668684,linux,1,1,0
0,0.5,0.0270379117329604,11,11,30,0.0418373495582861,-1.5531830920410965,AB,3627,2893.2047625099462,4760.746124162539,6004.745226241334,14,18,CA,178,0,BB,1,1,28,0,1000.0,1,INTERNET,21.872243505982613,linux,0,1,0
0,0.1,0.1337167947376327,-1,193,30,0.0002499323258893,16.717308023091608,AA,1220,1950.788475000793,7597.119226458839,5147.398584275219,1,13,CD,60,1,BB,1,1,-1,0,200.0,0,INTERNET,4.693140806051086,linux,1,2,0
0,0.6000000000000001,0.4560379485800838,-1,44,30,0.0168482489320714,-1.2684216370519346,AB,1032,8293.02394938561,7233.26906846253,6376.733492815763,9,11,CE,120,0,BC,0,1,1,1,200.0,0,INTERNET,7.8729173370702785,other,1,1,0
0,0.2,0.6166221777905136,-1,30,30,0.0244245506021986,-1.6981895086831968,AD,1620,4757.651165564218,6065.062244089666,6809.845214843808,1,13,CA,158,0,BC,0,1,1,0,500.0,1,INTERNET,22.93666746559872,windows,1,2,0
0,0.9,0.7317161954539955,-1,165,40,0.0257788339067752,50.12896265668749,AA,871,7103.223324514676,4222.945857367246,6726.714734840391,30,8,CA,114,0,BE,0,1,25,0,200.0,0,INTERNET,3.43714060326209,other,1,1,0
0,0.6000000000000001,0.190185204612409,-1,43,30,0.0010267409831352,-1.1459933657017392,AD,717,7476.725678592807,5388.921471947767,6359.384766396691,109,4,CA,41,1,BC,1,1,25,0,200.0,0,INTERNET,5.155019713096575,other,0,2,0
0,0.7000000000000001,0.54537277477179,202,21,40,0.0094605169121719,-1.0388136506940706,AD,3657,7066.821296447658,7173.257602288999,6348.0648934577575,21,13,CB,126,0,BC,1,1,28,0,200.0,0,INTERNET,7.224959059328567,other,1,1,0
0,0.1,0.6443800007381947,-1,260,20,7.157796378250176,50.19266185499721,AA,1744,8889.49283979035,7608.654380417497,6367.082011612871,9,16,CE,71,0,BE,0,1,25,0,200.0,0,INTERNET,4.911862659842324,windows,0,1,0
0,0.1,0.7943142483023432,-1,189,20,0.0077847199065398,98.4855730050636,AA,1569,5731.753627520415,5347.19068029935,6370.369308036357,1648,29,CA,87,1,BE,1,1,25,0,200.0,0,INTERNET,10.457299949598232,other,1,1,0
0,0.8,0.7614039241238862,-1,78,10,0.0070792787003912,-1.0444474122637732,AD,1062,2355.113004803405,3847.171433217096,5912.397280328632,1,7,CA,130,0,BE,0,1,31,0,1500.0,0,INTERNET,1.7071127813731908,windows,1,1,0
0,0.9,0.8196132835976144,24,1,60,0.0314219690638618,-0.6906102018921463,AB,4478,10818.581030124544,6007.615143969792,6468.409658396906,7,13,CA,150,1,BC,0,1,1,0,200.0,0,INTERNET,6.6803567692312935,x11,1,1,0
0,0.5,0.1014631986042904,-1,175,10,0.0122561619942889,-0.4178398874559659,AC,1061,6093.327909712049,4988.531288493079,5971.19122699589,1,8,CA,133,0,BE,0,1,-1,0,200.0,0,INTERNET,3.5600069992224825,other,0,1,0
0,0.1,0.2414743244274538,-1,69,20,0.0239879836533109,-1.2074414418337742,AD,930,7122.725102691483,4906.322014675197,6608.282628155152,8,17,CF,132,1,BC,0,1,1,1,200.0,0,INTERNET,9.500990877703757,linux,1,1,0
0,0.9,0.217103634016396,-1,55,20,14.860061960285506,42.213077809081696,AA,1587,7455.818770832943,4885.49956121529,6741.249490174421,17,7,CF,171,0,BB,1,1,1,1,1500.0,0,INTERNET,9.936361646776716,linux,0,1,0
0,0.7000000000000001,0.7612073589983492,82,7,40,0.0037287079334233,-1.7866237976555617,AD,4201,6292.453036197861,4891.7978378504295,6307.255779853241,570,8,CA,139,1,BC,0,1,2,0,200.0,0,INTERNET,12.42341587574624,linux,1,1,0
0,0.9,0.8002569227608647,-1,76,50,0.0103710093231921,102.95125813864746,AA,1330,8130.123681580868,5355.215871366953,4903.904814272545,0,5,CD,235,0,BC,0,1,20,0,1500.0,0,INTERNET,5.612625869172967,windows,0,0,0
0,0.1,0.162946361740884,11,21,20,0.0018055589329568,-1.0836831580242068,AC,1328,11570.67116963922,7856.560038251333,6355.426227951793,0,19,CA,50,0,BE,1,1,20,0,200.0,0,INTERNET,5.371502884517702,linux,1,1,0
0,0.6000000000000001,0.5241987109478029,27,8,60,0.0052841223898326,-1.0932688951420768,AD,624,12392.153277664327,6474.799190527365,6718.734195058834,11,6,CA,61,1,BC,1,1,10,0,1500.0,0,INTERNET,10.949277888624998,linux,1,1,0
0,0.1,0.8256514754773001,-1,74,40,0.0323646305779602,10.3438029905871,AA,1341,9308.224717029132,6493.031106264374,5864.928462517541,1630,9,CA,20,1,BC,1,1,25,0,200.0,0,INTERNET,66.21619145773509,linux,1,1,0
0,0.9,0.1326014872603233,-1,37,40,0.0058296180663746,-1.2269522507589428,AD,4523,6579.997781017398,6870.359097691864,6744.620707682953,9,21,CE,54,0,BC,1,1,1,0,200.0,0,INTERNET,21.588881020650582,linux,0,1,0
0,0.3,0.6552774234302806,-1,39,30,0.0383892104964424,50.71405006977882,AA,1173,7499.217835421212,6651.918351388975,6370.9813337233445,1464,15,CA,-8,0,BC,0,1,20,0,200.0,0,INTERNET,6.849142738182661,linux,1,1,0
0,0.1,0.6525634280783451,-1,38,20,0.0296524197671702,-1.4778661882951716,AB,3365,6925.382018441916,5217.308308665062,6383.4491089805015,5,18,CA,-2,0,BC,0,1,2,0,200.0,0,INTERNET,2.3742361588901484,other,1,1,0
0,0.8,0.8119352435743328,30,21,30,0.0170360417238756,-1.4656850131441477,AD,1372,11375.59200481701,6535.79729403754,6610.010166746327,7,18,CA,190,1,BC,0,1,1,0,200.0,0,INTERNET,3.3368418958680426,linux,1,1,0
0,0.9,0.6881064594261602,28,27,30,0.0073585972977471,-0.4388133957527678,AB,1133,7466.33771426163,5761.300524812846,5957.844025978346,50,8,CA,196,0,BC,0,1,1,0,1500.0,0,INTERNET,3.0403256840876898,windows,1,1,0
0,0.9,0.9938094925768896,22,19,30,0.0185958942164399,-1.6110235813068283,AD,3336,8072.378190183068,7194.268589684742,5980.047873150844,86,18,CA,126,1,BC,1,1,1,0,200.0,0,INTERNET,3.263090678997739,other,1,1,0
0,0.9,0.2606423402611225,-1,72,30,0.0147045374063283,46.205818023390606,AA,1585,10378.58964064128,6575.599342065875,5947.855041997093,12,13,CB,149,1,BA,0,1,1,0,200.0,0,INTERNET,6.111345761800697,linux,1,2,0
0,0.6000000000000001,0.0445234824886913,18,9,20,0.0418683689250141,-0.9495893084009182,AD,1041,1446.4149885618913,6973.785979728387,6271.861308659504,10,15,CB,150,0,BC,0,1,1,0,200.0,0,INTERNET,6.310374341225582,windows,1,1,0
0,0.6000000000000001,0.1580612191001414,-1,41,30,0.0005843835022496,-1.2974854554122524,AC,1297,4730.369791959026,6518.105240470483,5926.275576693885,13,15,CB,66,1,BB,1,1,-1,1,200.0,0,INTERNET,3.458198984846826,other,1,1,0
0,0.5,0.5467127451442986,-1,39,20,0.0332497156463212,19.269189687028035,AA,873,8366.764788005876,5082.041207159384,6705.318874272056,1495,23,CA,86,0,BE,0,1,25,0,500.0,0,INTERNET,8.628868847943181,other,1,1,0
0,0.3,0.4702411053495774,215,17,20,0.013668647434946,17.73334293906059,AA,1341,6012.385350016351,5453.4661838731,6288.24006520179,237,3,CA,95,0,BD,0,1,27,0,200.0,1,INTERNET,5.20287676024089,windows,1,1,0
